path,coordinates,outputs,text_translated
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.png,"[917, 1026, 208, 34]",永遠のアニマ＊おわり,,"<text>永遠のアニマ＊おわり</text><translation>Eternal Anima - The End</translation><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Shonen"" April issue of the 40th year</translation><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, all of your thoughts, all of your love, everything that you have lived...</translation><text>そして、</text><translation>And then,</translation><text>ここで</text><translation>Here</translation>",永遠のアニマ＊おわり
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.png,"[1488, 785, 33, 323]",掲載・「月刊マンガ少年」４０年４月期刊号,,"<text>永遠のアニマ＊おわり</text><translation>Eternal Anima - The End</translation><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Shonen"" April issue of the 40th year</translation><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, all of your thoughts, all of your love, everything that you have lived...</translation><text>そして、</text><translation>And then,</translation><text>ここで</text><translation>Here</translation>",掲載・「月刊マンガ少年」４０年４月期刊号
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.png,"[1330, 214, 148, 115]",キングおまえの想いおまんの愛おまぇの生きたすべてが――,,"<text>永遠のアニマ＊おわり</text><translation>Eternal Anima - The End</translation><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Shonen"" April issue of the 40th year</translation><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, all of your thoughts, all of your love, everything that you have lived...</translation><text>そして、</text><translation>And then,</translation><text>ここで</text><translation>Here</translation>",キングおまえの想いおまんの愛おまぇの生きたすべてが――
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.png,"[139, 141, 213, 167]",そして、,,"<text>永遠のアニマ＊おわり</text><translation>Eternal Anima - The End</translation><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Shonen"" April issue of the 40th year</translation><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, all of your thoughts, all of your love, everything that you have lived...</translation><text>そして、</text><translation>And then,</translation><text>ここで</text><translation>Here</translation>",そして、
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.png,"[392, 137, 218, 163]",ここで,,"<text>永遠のアニマ＊おわり</text><translation>Eternal Anima - The End</translation><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Shonen"" April issue of the 40th year</translation><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, all of your thoughts, all of your love, everything that you have lived...</translation><text>そして、</text><translation>And then,</translation><text>ここで</text><translation>Here</translation>",ここで
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[412, 1106, 50, 30]",１３１,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",１３１
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[941, 1037, 33, 73]",ピイッ,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",ピイッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[1408, 1008, 75, 156]",！！,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[385, 950, 38, 33]",！,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[1424, 768, 137, 228]",．．．,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[932, 707, 43, 87]",ピクッ,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",ピクッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[731, 690, 30, 23]",ん,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",ん
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/065.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/065.png,"[578, 687, 50, 53]",！！！,,"<text>１３１</text><translation>131</translation><text>ピイッ</text><translation>Pee!</translation><text>！！</text><translation>!!</translation><text>！</text><translation>!</translation><text>．．．</text><translation>...</translation><text>ピクッ</text><translation>Pik!</translation><text>ん</text><translation>Nn</translation><text>！！！</text><translation>!!!</translation><text>．．．</text><translation>...</translation><text>．．．？？？</text><translation>...???</translation><text>、</text><translation>,</translation><text>じゃん</text><translation>Isn't it?</translation><text>いやーーッ</text><translation>No way!</translation><text>．．．</text><translation>...</translation><text>くっ</text><translation>Ku</translation><text>．．．</text><translation>...</translation>",！！！
