path,outputs
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[917, 1026, 208, 34]",永遠のアニマ＊おわり,End of the eternal anima,"<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",永遠のアニマ＊おわり
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[1488, 785, 33, 323]",掲載・「月刊マンガ少年」４０年４月期刊号,"Published in ""Monthly Manga Boy"" issue 40, April 1980","<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",掲載・「月刊マンガ少年」４０年４月期刊号
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[1330, 214, 148, 115]",キングおまえの想いおまんの愛おまぇの生きたすべてが――,"King, your thoughts, your love, your life... all of it...","<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",キングおまえの想いおまんの愛おまぇの生きたすべてが――
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[139, 141, 213, 167]",そして、,And...,"<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",そして、
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[392, 137, 218, 163]",ここで,Here...,"<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",ここで
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[917, 1026, 208, 34]",永遠のアニマ＊おわり,End of the eternal anima,"<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",永遠のアニマ＊おわり
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[1488, 785, 33, 323]",掲載・「月刊マンガ少年」４０年４月期刊号,"Published in ""Monthly Manga Boy"" issue 40, April 1980","<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",掲載・「月刊マンガ少年」４０年４月期刊号
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[1330, 214, 148, 115]",キングおまえの想いおまんの愛おまぇの生きたすべてが――,"King, your thoughts, your love, your life... all of it...","<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",キングおまえの想いおまんの愛おまぇの生きたすべてが――
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[139, 141, 213, 167]",そして、,And...,"<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",そして、
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/TsubasaNoKioku/064.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/TsubasaNoKioku/064.jpg,"[392, 137, 218, 163]",ここで,Here...,"<item_0><text>永遠のアニマ＊おわり</text><translation>End of the eternal anima</translation></item_0><item_1><text>掲載・「月刊マンガ少年」４０年４月期刊号</text><translation>Published in ""Monthly Manga Boy"" issue 40, April 1980</translation></item_1><item_2><text>キングおまえの想いおまんの愛おまぇの生きたすべてが――</text><translation>King, your thoughts, your love, your life... all of it...</translation></item_2><item_3><text>そして、</text><translation>And...</translation></item_3><item_4><text>ここで</text><translation>Here...</translation></item_4>",ここで
