image_path,outputs
balloon_dream,images/balloon_dream/ja/000.jpg,夢の翼は,"the wings of dreams,",0,images/balloon_dream/ja/000.jpg_0,The wings of dreams are,<text>夢の翼は</text><translation>The wings of dreams are</translation><text>蝋で固めてある</text><translation>made solid with wax</translation><text>高く翔ぶほど</text><translation>The higher they soar</translation><text>太陽に溶かされてしまう</text><translation>the more they melt in the sun</translation><text>ーだったら</text><translation>- then</translation><text>最初から翔ばない方がいい</text><translation>it's better not to fly at all from the start</translation>,夢の翼は
balloon_dream,images/balloon_dream/ja/000.jpg,蝋で固めてある,were coated with wax.,1,images/balloon_dream/ja/000.jpg_1,The wings of dreams are,<text>夢の翼は</text><translation>The wings of dreams are</translation><text>蝋で固めてある</text><translation>made solid with wax</translation><text>高く翔ぶほど</text><translation>The higher they soar</translation><text>太陽に溶かされてしまう</text><translation>the more they melt in the sun</translation><text>ーだったら</text><translation>- then</translation><text>最初から翔ばない方がいい</text><translation>it's better not to fly at all from the start</translation>,蝋で固めてある
balloon_dream,images/balloon_dream/ja/000.jpg,高く翔ぶほど,"as it flys higher,",2,images/balloon_dream/ja/000.jpg_2,The wings of dreams are,<text>夢の翼は</text><translation>The wings of dreams are</translation><text>蝋で固めてある</text><translation>made solid with wax</translation><text>高く翔ぶほど</text><translation>The higher they soar</translation><text>太陽に溶かされてしまう</text><translation>the more they melt in the sun</translation><text>ーだったら</text><translation>- then</translation><text>最初から翔ばない方がいい</text><translation>it's better not to fly at all from the start</translation>,高く翔ぶほど
balloon_dream,images/balloon_dream/ja/000.jpg,太陽に溶かされてしまう,it'll melt by the sun.,3,images/balloon_dream/ja/000.jpg_3,The wings of dreams are,<text>夢の翼は</text><translation>The wings of dreams are</translation><text>蝋で固めてある</text><translation>made solid with wax</translation><text>高く翔ぶほど</text><translation>The higher they soar</translation><text>太陽に溶かされてしまう</text><translation>the more they melt in the sun</translation><text>ーだったら</text><translation>- then</translation><text>最初から翔ばない方がいい</text><translation>it's better not to fly at all from the start</translation>,太陽に溶かされてしまう
balloon_dream,images/balloon_dream/ja/000.jpg,ーだったら,...if so,4,images/balloon_dream/ja/000.jpg_4,The wings of dreams are,<text>夢の翼は</text><translation>The wings of dreams are</translation><text>蝋で固めてある</text><translation>made solid with wax</translation><text>高く翔ぶほど</text><translation>The higher they soar</translation><text>太陽に溶かされてしまう</text><translation>the more they melt in the sun</translation><text>ーだったら</text><translation>- then</translation><text>最初から翔ばない方がいい</text><translation>it's better not to fly at all from the start</translation>,ーだったら
balloon_dream,images/balloon_dream/ja/000.jpg,最初から翔ばない方がいい,why fly in the first place.,5,images/balloon_dream/ja/000.jpg_5,The wings of dreams are,<text>夢の翼は</text><translation>The wings of dreams are</translation><text>蝋で固めてある</text><translation>made solid with wax</translation><text>高く翔ぶほど</text><translation>The higher they soar</translation><text>太陽に溶かされてしまう</text><translation>the more they melt in the sun</translation><text>ーだったら</text><translation>- then</translation><text>最初から翔ばない方がいい</text><translation>it's better not to fly at all from the start</translation>,最初から翔ばない方がいい
balloon_dream,images/balloon_dream/ja/001.jpg,いつか必ず,because someday,0,images/balloon_dream/ja/001.jpg_0,"Someday, surely","<text>いつか必ず</text><translation>Someday, surely</translation><text>失敗です!!</text><translation>It's a failure!!</translation><text>有人ロケット「あさがお」が爆発!</text><translation>The manned rocket ""Asagao"" exploded!</translation><text>地に落ちるのだから</text><translation>Because it fell to the ground</translation><text>日本初の有人宇宙飛行は失敗しました!!</text><translation>The first manned space flight in Japan failed!!</translation>",いつか必ず
balloon_dream,images/balloon_dream/ja/001.jpg,失敗です!!,It failed!!,1,images/balloon_dream/ja/001.jpg_1,"Someday, surely","<text>いつか必ず</text><translation>Someday, surely</translation><text>失敗です!!</text><translation>It's a failure!!</translation><text>有人ロケット「あさがお」が爆発!</text><translation>The manned rocket ""Asagao"" exploded!</translation><text>地に落ちるのだから</text><translation>Because it fell to the ground</translation><text>日本初の有人宇宙飛行は失敗しました!!</text><translation>The first manned space flight in Japan failed!!</translation>",失敗です!!
balloon_dream,images/balloon_dream/ja/001.jpg,有人ロケット「あさがお」が爆発!,"Manned rocket ""Asagao"" has exploded!",2,images/balloon_dream/ja/001.jpg_2,"Someday, surely","<text>いつか必ず</text><translation>Someday, surely</translation><text>失敗です!!</text><translation>It's a failure!!</translation><text>有人ロケット「あさがお」が爆発!</text><translation>The manned rocket ""Asagao"" exploded!</translation><text>地に落ちるのだから</text><translation>Because it fell to the ground</translation><text>日本初の有人宇宙飛行は失敗しました!!</text><translation>The first manned space flight in Japan failed!!</translation>",有人ロケット「あさがお」が爆発!
balloon_dream,images/balloon_dream/ja/001.jpg,地に落ちるのだから,everything falls back ground,3,images/balloon_dream/ja/001.jpg_3,"Someday, surely","<text>いつか必ず</text><translation>Someday, surely</translation><text>失敗です!!</text><translation>It's a failure!!</translation><text>有人ロケット「あさがお」が爆発!</text><translation>The manned rocket ""Asagao"" exploded!</translation><text>地に落ちるのだから</text><translation>Because it fell to the ground</translation><text>日本初の有人宇宙飛行は失敗しました!!</text><translation>The first manned space flight in Japan failed!!</translation>",地に落ちるのだから
